
user_id,branch_id,credit_pack_id,credit_pack_purchased_at,created_at,credit_pack_purchase_details
4afd9e20-2e32-47de-a59b-a485fa333b0b,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,69029be9-6601-4c10-83a2-5450648ab0cb,2024-05-07 13:24:49.909,2024-05-07 13:37:02.459,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
5b8856d8-f1b2-4cd9-baf5-46c37a6130ed,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,bbd2144a-c46f-426f-9d34-1f9c7a8469fa,2024-02-14 08:50:20.363,2024-02-14 09:07:18.032,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
b9c36c7f-dd96-44f8-88f8-ffdf6be81344,dd588b33-76f9-4032-a754-6aa34e26de7b,406ed589-42b5-4b6d-a339-8c8beac462a6,2023-11-04 07:44:02.069,2023-11-04 07:59:35.392,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
1d5fdf23-e6a3-4e86-a740-22ad79eb67b9,679d63bc-b896-480b-be7f-c48780872ba6,76f8025c-b886-41dd-b17b-5ae34861f124,2024-01-19 11:00:26.549,2024-01-19 11:30:25.793,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
79b97c21-87e5-49e5-80a6-0ff60e1a40d4,183bf829-76c2-44c7-8a20-b5c8b073efcb,1e3f02da-958e-4686-a7ad-c211bcc3e715,2023-12-04 09:36:46.348,2023-12-04 09:40:47.182,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
77b23c41-48c9-4493-bbf2-40db442cb444,183bf829-76c2-44c7-8a20-b5c8b073efcb,4dd04984-2793-4456-b60e-07420f9b057c,2023-12-15 20:07:21.980,2023-12-15 20:23:07.586,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
0d0bbdea-bc4e-41e6-86a3-38fc13f9933d,679d63bc-b896-480b-be7f-c48780872ba6,956303c7-b777-4568-9351-7de90c1a0e3a,2023-09-25 11:55:26.630,2023-09-25 12:00:46.501,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
1d5fdf23-e6a3-4e86-a740-22ad79eb67b9,679d63bc-b896-480b-be7f-c48780872ba6,064b100e-2c6f-4bf0-81d7-e14d6d91486c,2024-05-06 00:56:03.576,2024-05-06 01:18:44.657,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
3c67c06e-5feb-43c7-97bc-29754e602ec8,679d63bc-b896-480b-be7f-c48780872ba6,28ea0ece-19c8-47b9-8601-cbddb966cd51,2023-08-21 05:12:04.503,2023-08-21 05:15:40.133,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
8d26c0ec-2fcd-4080-a114-3b568ff4224b,183bf829-76c2-44c7-8a20-b5c8b073efcb,b7b2b076-715e-4961-babb-8110e5f875f9,2023-12-11 06:30:26.983,2023-12-11 06:41:16.509,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
010c83a8-5059-45ca-ace6-cdc9b150d2b6,679d63bc-b896-480b-be7f-c48780872ba6,e986c5c0-de09-4045-92c1-a3481d7fa769,2023-09-25 18:14:56.144,2023-09-25 18:27:17.101,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
2ae67883-12f5-441c-81bf-6b3ba94b71de,679d63bc-b896-480b-be7f-c48780872ba6,4d8837f6-f907-4413-9fd2-6e755a7ebd32,2023-09-23 23:25:54.871,2023-09-23 23:38:39.353,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
54078046-db8b-4c5a-80e2-e51057fe8d8e,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,217428eb-289f-4c78-a73d-3ed724fb16f2,2024-01-18 00:15:10.450,2024-01-18 00:37:18.173,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
ab2532fd-4844-43a0-831a-b2ffa9a3ffba,dd588b33-76f9-4032-a754-6aa34e26de7b,1f5a98f2-915e-4b49-9024-9c530d115713,2023-11-13 21:31:08.416,2023-11-13 21:49:52.855,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
1c797c78-d1ee-4156-9138-78901e588bf0,679d63bc-b896-480b-be7f-c48780872ba6,505293b7-ed1f-45ba-817e-6e867095ddef,2023-07-19 11:18:21.778,2023-07-19 11:39:18.978,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
5dcad327-7a64-450e-89fd-d6047499d84a,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,57830b04-8284-4296-84b2-6597083f1a2e,2023-09-07 03:40:46.979,2023-09-07 03:44:15.213,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
101637f3-b6b5-4b5d-9d60-8c05ed03c9d9,679d63bc-b896-480b-be7f-c48780872ba6,1e5e865f-9429-45b9-aac5-b103efad796a,2023-10-15 10:26:49.004,2023-10-15 10:47:10.534,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
85041be6-cf8d-4194-8aaf-72ef4122002a,183bf829-76c2-44c7-8a20-b5c8b073efcb,6fecfe5c-1e66-4f33-8f3d-ffa31a5b5c29,2023-09-20 02:00:53.917,2023-09-20 02:04:21.782,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
348a9a95-f1a3-412d-9824-894cd77f1e3a,679d63bc-b896-480b-be7f-c48780872ba6,8dcdebd0-d299-431a-951c-078eddb946d0,2024-05-20 11:23:06.630,2024-05-20 11:50:58.709,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
adcd90cd-e764-4fe8-8c26-9e0aa21cb017,dd588b33-76f9-4032-a754-6aa34e26de7b,72615535-bdb4-47d2-b14c-dec5bb341d45,2023-09-14 06:43:42.617,2023-09-14 07:06:11.655,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
4e4f2a4b-0697-4ef6-ad53-1094c1c181b6,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,2dd854ba-e0c9-4afa-bddc-b6e7c99ed74e,2024-04-16 08:05:05.290,2024-04-16 08:05:41.133,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
4afd9e20-2e32-47de-a59b-a485fa333b0b,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,b32ad086-50c2-48ef-8933-311c1a64b1e3,2023-12-05 02:50:24.681,2023-12-05 03:16:55.464,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
452aa4a9-191c-46f1-a106-7f4235681677,679d63bc-b896-480b-be7f-c48780872ba6,e963ded9-170e-4593-8ab5-a2c3f33c092d,2023-10-23 19:08:54.983,2023-10-23 19:20:25.368,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
0d0bbdea-bc4e-41e6-86a3-38fc13f9933d,679d63bc-b896-480b-be7f-c48780872ba6,6e828549-b755-4d8a-a1d9-edcb37a24f02,2023-08-03 02:51:35.629,2023-08-03 02:58:46.906,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
0cebe138-0e46-4312-9cc4-ec5dc8666a42,679d63bc-b896-480b-be7f-c48780872ba6,359637cb-7bfb-4cb8-80cf-5b23d0e62609,2024-02-18 12:28:57.231,2024-02-18 12:55:42.570,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
b06251b8-a11b-4e92-8c79-2f57cacd59ec,dd588b33-76f9-4032-a754-6aa34e26de7b,6cc2938e-33fe-4484-ab4c-f9b1bc286349,2024-01-04 08:34:08.554,2024-01-04 08:43:59.619,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
a55211af-ebef-4ac7-bac9-be25c2ea3820,dd588b33-76f9-4032-a754-6aa34e26de7b,a45bfb65-41cb-4751-bfb8-686f944b205d,2023-12-07 01:13:19.184,2023-12-07 01:40:10.540,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
b9c36c7f-dd96-44f8-88f8-ffdf6be81344,dd588b33-76f9-4032-a754-6aa34e26de7b,44f30ef7-d48e-44a0-95f1-03e98b810c76,2024-06-03 00:42:50.929,2024-06-03 00:55:00.339,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
5dc072a6-d336-46a9-803f-3ecc4e5fdcaf,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,1d72623f-2015-4b88-a0f5-39754518c9ea,2023-09-05 21:58:14.409,2023-09-05 22:16:59.642,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
08679488-5e64-40c9-8f1e-68670c1fcc12,679d63bc-b896-480b-be7f-c48780872ba6,a256f94f-9420-40b9-b6ae-9cbe194c76e7,2023-10-17 08:37:41.826,2023-10-17 08:51:06.122,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
82cd1bb4-f8cf-49fd-8cac-104fc0cbb024,183bf829-76c2-44c7-8a20-b5c8b073efcb,e382520f-de43-4d6b-91cd-b691e0897eb3,2023-09-11 23:02:26.031,2023-09-11 23:13:49.272,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
101637f3-b6b5-4b5d-9d60-8c05ed03c9d9,679d63bc-b896-480b-be7f-c48780872ba6,b8d8eaa4-72af-45da-b605-1f8e37b7e8bc,2023-11-22 16:12:20.229,2023-11-22 16:22:55.284,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
b06251b8-a11b-4e92-8c79-2f57cacd59ec,dd588b33-76f9-4032-a754-6aa34e26de7b,c2814de9-2eaf-4cc2-971c-f8ba45bbc95d,2023-07-25 22:19:30.156,2023-07-25 22:42:58.650,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
b7785474-5afb-4618-9782-96091131cca4,dd588b33-76f9-4032-a754-6aa34e26de7b,f41d43e3-7413-4efa-9ac8-b45251d43a65,2023-09-05 08:36:24.243,2023-09-05 08:41:58.140,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
89e7214a-055d-45d6-ad43-cc091da33ca2,183bf829-76c2-44c7-8a20-b5c8b073efcb,ec9d3ef5-dc68-40de-8c1a-4d4475721990,2024-03-08 02:45:06.843,2024-03-08 03:05:00.149,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
9e0fdce5-e985-4fca-991f-6cc8eccc65f5,183bf829-76c2-44c7-8a20-b5c8b073efcb,073078e3-41ff-486a-acd2-7d305ae86cfb,2024-05-03 23:30:41.494,2024-05-03 23:44:49.483,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
2ae67883-12f5-441c-81bf-6b3ba94b71de,679d63bc-b896-480b-be7f-c48780872ba6,36bbacaa-8882-4e19-a945-002060fe2418,2023-10-04 01:45:23.559,2023-10-04 02:11:04.193,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
5dc072a6-d336-46a9-803f-3ecc4e5fdcaf,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,2bed30f1-ef1c-4a87-b23d-6eb88e49baa3,2024-06-21 01:05:15.471,2024-06-21 01:09:26.544,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
77b23c41-48c9-4493-bbf2-40db442cb444,183bf829-76c2-44c7-8a20-b5c8b073efcb,26a826ce-2098-49cc-8828-76dbed2385cf,2024-03-29 08:12:18.677,2024-03-29 08:39:12.649,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
a47212ba-9472-4921-95a3-55adb48b6ada,dd588b33-76f9-4032-a754-6aa34e26de7b,cfb955d2-4376-4666-af26-706810918210,2024-06-04 02:34:15.756,2024-06-04 03:03:27.880,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
0952aadb-1834-414c-bb94-756544803883,679d63bc-b896-480b-be7f-c48780872ba6,dac67ed1-ea6f-4980-af9d-91a8c63dc408,2023-07-23 15:55:50.119,2023-07-23 16:09:23.473,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
4afd9e20-2e32-47de-a59b-a485fa333b0b,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,0c23d7a3-931c-45e7-afcc-66b1faec3510,2024-05-03 05:36:30.352,2024-05-03 05:45:47.248,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
bd2edd61-412a-433a-9d5a-e3096ee943db,dd588b33-76f9-4032-a754-6aa34e26de7b,4b3951b4-d5e0-4a6e-8173-51a0766cf747,2024-02-29 09:46:01.507,2024-02-29 10:02:08.005,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
7e8795e8-325f-4e65-970a-e58430316ea7,183bf829-76c2-44c7-8a20-b5c8b073efcb,09c9e27b-7ab0-405a-9c1c-bb5637b2082d,2024-04-26 22:14:59.010,2024-04-26 22:33:44.667,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
7961610a-693c-4533-95e8-692a7cf56885,183bf829-76c2-44c7-8a20-b5c8b073efcb,17c56aee-5b7c-4110-99d5-57b15efc48d6,2024-02-03 02:45:04.236,2024-02-03 02:54:05.620,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
1c797c78-d1ee-4156-9138-78901e588bf0,679d63bc-b896-480b-be7f-c48780872ba6,e2c608fc-982f-447b-badb-518a0f831555,2023-12-13 13:05:36.840,2023-12-13 13:05:41.516,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
2ae67883-12f5-441c-81bf-6b3ba94b71de,679d63bc-b896-480b-be7f-c48780872ba6,0b2ce573-ff78-4d1d-8201-dfd61b683cb9,2023-12-09 18:50:31.080,2023-12-09 19:19:06.212,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
7643d20f-356c-4f8b-a909-7b9c1815ca95,183bf829-76c2-44c7-8a20-b5c8b073efcb,cacd6f06-8c8a-43eb-972a-1b4be95c280c,2024-03-24 20:29:43.547,2024-03-24 20:40:48.618,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
54078046-db8b-4c5a-80e2-e51057fe8d8e,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,95217546-304a-482a-812d-a0c7556170d8,2024-06-30 02:02:26.800,2024-06-30 02:12:51.488,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
4afd9e20-2e32-47de-a59b-a485fa333b0b,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,b06eec9e-7421-4792-b138-9390a51ffc20,2023-08-10 04:00:00.510,2023-08-10 04:21:18.950,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
993ff139-1fb7-4da7-98e0-62eff86a96e7,183bf829-76c2-44c7-8a20-b5c8b073efcb,2aba3a23-018d-4dd3-ac2b-cae2de0a6196,2023-12-30 14:23:40.626,2023-12-30 14:50:45.628,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
7280906d-97fa-479f-b257-c9f2d7bfb6ba,183bf829-76c2-44c7-8a20-b5c8b073efcb,4260587b-eb5b-4287-bfdb-479792fc05f3,2023-09-13 13:12:10.360,2023-09-13 13:24:50.752,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
89e7214a-055d-45d6-ad43-cc091da33ca2,183bf829-76c2-44c7-8a20-b5c8b073efcb,4c27d3c9-8748-48e9-a068-e94f35dbbc21,2023-09-29 08:06:08.229,2023-09-29 08:25:46.197,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
875a9117-fd70-4f90-902a-91c04a7e6727,183bf829-76c2-44c7-8a20-b5c8b073efcb,b0615ced-33c0-4095-a8e0-eb96ebda3b8e,2023-12-14 03:18:22.182,2023-12-14 03:45:32.073,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
50da1ec7-c569-41b9-abac-1559cb7ac89c,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,884b1f7f-559a-4311-b735-77c9cba90210,2024-04-01 18:29:57.245,2024-04-01 18:35:36.866,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
1d5fdf23-e6a3-4e86-a740-22ad79eb67b9,679d63bc-b896-480b-be7f-c48780872ba6,f577910b-a17f-451d-a9cd-3a10914f6ed6,2023-11-09 12:33:15.965,2023-11-09 12:33:44.900,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
56f7f1af-c9ba-4fd3-b8b9-4068ac2fe5c3,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,c0fc70bf-90fa-4ad1-81b7-9d02ed88fd2a,2023-11-30 21:17:54.954,2023-11-30 21:45:43.660,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
2ae67883-12f5-441c-81bf-6b3ba94b71de,679d63bc-b896-480b-be7f-c48780872ba6,9ea5bf65-9ae2-4dd0-a9eb-3d9eb8fb3d8c,2024-02-10 23:12:39.898,2024-02-10 23:23:54.293,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
9010107a-a1b5-4f7f-b9cb-4b0eafe25098,183bf829-76c2-44c7-8a20-b5c8b073efcb,2d75d314-0af8-44f2-baab-7e342b692bbb,2023-08-11 17:01:46.612,2023-08-11 17:19:18.302,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
4e4f2a4b-0697-4ef6-ad53-1094c1c181b6,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,f6f5c967-33a8-4d4b-ac90-7afe5c220390,2024-05-20 20:58:17.756,2024-05-20 21:23:12.583,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
6a388309-2818-4170-8909-3167eb82df1e,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,80235fc8-f66e-4540-85c3-d591b9700a2d,2023-12-21 07:27:51.424,2023-12-21 07:50:28.266,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
546101da-27f9-4d36-849a-2ff3665800ea,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,41f1d727-6a4d-4ca0-9595-50a7b7543c28,2023-12-03 19:33:09.308,2023-12-03 19:55:39.039,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
993ff139-1fb7-4da7-98e0-62eff86a96e7,183bf829-76c2-44c7-8a20-b5c8b073efcb,bf55752b-9130-43ff-ab37-2d62bb55d824,2024-06-22 15:10:13.994,2024-06-22 15:20:45.091,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
7643d20f-356c-4f8b-a909-7b9c1815ca95,183bf829-76c2-44c7-8a20-b5c8b073efcb,8b3e4b74-8202-4d31-9740-f1213ae1ea59,2023-10-09 13:42:30.291,2023-10-09 14:07:09.877,"{\"name\": \"Monthly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
2653569d-07f8-4729-81e9-ef6a53d11b76,679d63bc-b896-480b-be7f-c48780872ba6,8c50c229-620b-4bf9-ad25-fc327ba67a82,2024-05-26 00:26:15.613,2024-05-26 00:30:58.526,"{\"name\": \"Yearly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
57756acc-a699-4e22-a102-829b7db54e57,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,6701cabf-b990-413d-91a6-eaa17d6fe52c,2024-04-08 17:49:38.590,2024-04-08 18:15:40.913,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
79b97c21-87e5-49e5-80a6-0ff60e1a40d4,183bf829-76c2-44c7-8a20-b5c8b073efcb,786fa215-c1c0-42aa-97c5-a847defd8be9,2023-11-03 00:03:37.413,2023-11-03 00:04:30.204,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
95a709f1-954d-4531-853b-1a7c9567516e,183bf829-76c2-44c7-8a20-b5c8b073efcb,f063e68c-42ed-4d4c-925a-46f9c4c116c4,2024-01-28 12:26:45.609,2024-01-28 12:30:59.650,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
95a709f1-954d-4531-853b-1a7c9567516e,183bf829-76c2-44c7-8a20-b5c8b073efcb,a3d7cfe9-8323-48b0-b75b-761a0d4673d1,2023-09-29 20:46:49.073,2023-09-29 20:55:58.522,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
52b1a258-b7ab-49d3-a7e5-af564a3cd20a,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,49e7824d-98b2-4194-8314-b54d070131e5,2023-09-24 20:04:25.709,2023-09-24 20:33:46.917,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
875a9117-fd70-4f90-902a-91c04a7e6727,183bf829-76c2-44c7-8a20-b5c8b073efcb,266d63a7-521d-47b2-92da-4d08e3e8740a,2024-01-17 08:15:56.497,2024-01-17 08:40:01.772,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
17d9c6e4-3ad0-4b3f-b032-b44291d8fdd1,679d63bc-b896-480b-be7f-c48780872ba6,e67da10a-c29d-4f72-9767-beb4cc35bc89,2023-08-06 12:41:08.145,2023-08-06 12:51:10.247,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
a1562999-410e-466e-9d01-11c2f0846077,183bf829-76c2-44c7-8a20-b5c8b073efcb,ad8b69d7-dfde-4374-b1b0-849e8da0b86d,2024-06-25 13:30:35.094,2024-06-25 13:40:28.361,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
70ae8751-489d-4c64-9197-a80e93498e6e,183bf829-76c2-44c7-8a20-b5c8b073efcb,d6361162-4a58-4599-8912-110c7e774d32,2024-04-08 03:32:57.011,2024-04-08 04:00:06.409,"{\"name\": null,\"source\": \"RECEPTION_SIGNUP\"}"
5a8223b4-ca9f-4698-ac36-bdc6d3f0bc66,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,6eb37094-c8e4-447e-a4ab-6c7e46a2aecc,2023-12-25 00:48:33.161,2023-12-25 01:14:54.465,"{\"name\": \"Weekly Membership\",\"source\": \"RECEPTION_SIGNUP\"}"
0cebe138-0e46-4312-9cc4-ec5dc8666a42,679d63bc-b896-480b-be7f-c48780872ba6,8324bcf1-5ed2-453d-bacf-e511398a2d45,2024-02-28 08:03:09.996,2024-02-28 08:03:32.768,"{\"name\": \"Monthly Membership\",\"source\": \"REFERRAL\"}"
56f7f1af-c9ba-4fd3-b8b9-4068ac2fe5c3,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,a57bf715-2375-4059-8e54-f6c1298d9988,2024-01-18 03:12:52.254,2024-01-18 03:30:33.870,"{\"name\": \"Yearly Membership\",\"source\": \"REFERRAL\"}"
101637f3-b6b5-4b5d-9d60-8c05ed03c9d9,679d63bc-b896-480b-be7f-c48780872ba6,c41a2994-bc05-45ea-b93d-efde71203a38,2024-03-23 09:13:41.501,2024-03-23 09:37:41.324,"{\"name\": \"Weekly Membership\",\"source\": \"REFERRAL\"}"
57756acc-a699-4e22-a102-829b7db54e57,3591aa99-6a08-4bbc-8ecd-3dd79cb0bc74,7aa97a7c-611c-4a99-a2d9-16c9e85ccf7a,2024-06-10 02:19:40.934,2024-06-10 02:40:41.271,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
968aaa29-7b8e-4adb-bcfe-0c3f0154c68f,183bf829-76c2-44c7-8a20-b5c8b073efcb,51aae3bb-c379-4b7a-951d-5cd53dd8c40a,2024-04-14 10:44:49.936,2024-04-14 10:53:06.411,"{\"name\": \"Monthly Membership\",\"source\": \"WEBPORTAL\"}"
993ff139-1fb7-4da7-98e0-62eff86a96e7,183bf829-76c2-44c7-8a20-b5c8b073efcb,4a6a65d5-6314-4cf8-9269-70b5c1de4a27,2023-09-20 22:30:25.076,2023-09-20 22:33:39.663,"{\"name\": \"Yearly Membership\",\"source\": \"WEBPORTAL\"}"
348a9a95-f1a3-412d-9824-894cd77f1e3a,679d63bc-b896-480b-be7f-c48780872ba6,8c34dd80-c419-4e37-883c-8864c3d0d9de,2023-09-18 00:48:30.343,2023-09-18 00:56:22.780,"{\"name\": \"Weekly Membership\",\"source\": \"WEBPORTAL\"}"
